sample_id,label,selected_chunk_count,total_chunks,score_total,confidence,effectiveness,consistency,collaboration,target_probability
eraser-mr-hf-validation-87,0,8,12,2.0560214571176814,0.9845754504203796,0.016182420872013714,0.9971010088920735,0.05816257693321425,0.9845754504203796
eraser-mr-hf-validation-88,0,8,46,1.9572517827633678,0.9935117363929749,0.019198778805357697,0.9334261934073201,0.011115074157714844,0.9935117363929749
eraser-mr-hf-validation-89,0,8,55,1.9349196595563969,0.9840936064720154,0.020639601495468507,0.911605715751648,0.01858073583726505,0.9840936064720154
eraser-mr-hf-validation-9,0,8,13,2.050439006389397,0.9863631725311279,0.014670074628426732,0.9954316011842897,0.0539741580455525,0.9863631725311279
eraser-mr-hf-validation-90,0,8,29,1.985517799102436,0.9905874133110046,0.027291360623128536,0.9536489789067482,0.013990046261554534,0.9905874133110046
eraser-mr-hf-validation-91,0,8,26,1.9559536003150877,0.9883127212524414,0.02328008642577495,0.9353848099708557,0.008975982666015625,0.9883127212524414
eraser-mr-hf-validation-92,0,8,47,1.9694921338960645,0.9796676635742188,0.02922993837843535,0.9508334965010581,0.009761035442352295,0.9796676635742188
eraser-mr-hf-validation-93,0,8,90,1.9389746649531303,0.989347517490387,0.037610116039964336,0.9099209147550247,0.002096116667754444,0.989347517490387
eraser-mr-hf-validation-94,0,8,37,1.9607320431716464,0.9879462122917175,0.01748967208934038,0.9391469955444336,0.016149163246154785,0.9879462122917175
eraser-mr-hf-validation-95,0,8,17,2.0053049363614655,0.9830850958824158,0.01573687895916387,0.9771305945955998,0.02935236692428589,0.9830850958824158
eraser-mr-hf-validation-96,0,8,26,1.9668336427177429,0.9859363436698914,0.02285886226595646,0.9413694564608899,0.016668980321005167,0.9859363436698914
eraser-mr-hf-validation-97,0,8,26,1.9880998679656292,0.9890130758285522,0.015122176554758449,0.9639938409317448,0.01997077465057373,0.9890130758285522
eraser-mr-hf-validation-98,0,8,27,2.025630712236976,0.9626731276512146,0.028614997591590252,0.9831530451774597,0.051189541816711426,0.9626731276512146
eraser-mr-hf-validation-99,0,8,35,1.97397303866244,0.9911526441574097,0.01532810987687594,0.9549789428710938,0.012513341757060648,0.9911526441574097
